"","burn.year","gridpoint","grid","plot","Block","Quad","seed","scar","bd","year","regen"
"244","burned","ET1","ET",1,1,6,"seeded","scar",0.1488,"X2018_regen",0
"245","burned","ET1","ET",1,2,1,"seeded","no_scar",0.076891866,"X2018_regen",2
"246","burned","ET1","ET",1,2,2,"seeded","scar",0.076891866,"X2018_regen",5
"247","burned","ET1","ET",1,2,4,"no_seed","scar",0.076891866,"X2018_regen",0
"248","burned","ET1","ET",1,2,6,"no_seed","no_scar",0.076891866,"X2018_regen",0
"249","burned","ET1","ET",1,3,1,"no_seed","no_scar",0.089131032,"X2018_regen",0
"250","burned","ET1","ET",1,3,3,"no_seed","scar",0.089131032,"X2018_regen",0
"251","burned","ET1","ET",1,3,5,"seeded","scar",0.089131032,"X2018_regen",3
"252","burned","ET1","ET",1,3,6,"seeded","no_scar",0.089131032,"X2018_regen",3
"253","burned","ET1","ET",1,4,1,"no_seed","no_scar",0.123450895,"X2018_regen",0
"254","burned","ET1","ET",1,4,3,"seeded","scar",0.123450895,"X2018_regen",5
"255","burned","ET1","ET",1,4,4,"no_seed","scar",0.123450895,"X2018_regen",0
"256","burned","ET1","ET",1,4,6,"seeded","no_scar",0.123450895,"X2018_regen",0
"257","burned","ET1","ET",1,5,1,"no_seed","scar",0.087245565,"X2018_regen",0
"258","burned","ET1","ET",1,5,3,"seeded","scar",0.087245565,"X2018_regen",16
"259","burned","ET1","ET",1,5,4,"no_seed","no_scar",0.087245565,"X2018_regen",0
"260","burned","ET1","ET",1,5,6,"seeded","no_scar",0.087245565,"X2018_regen",5
"261","burned","ET11","ET",11,1,2,"no_seed","scar",0.0601,"X2018_regen",0
"262","burned","ET11","ET",11,1,4,"no_seed","no_scar",0.0601,"X2018_regen",0
"263","burned","ET11","ET",11,1,5,"seeded","no_scar",0.0601,"X2018_regen",1
"264","burned","ET11","ET",11,1,6,"seeded","scar",0.0601,"X2018_regen",5
"265","burned","ET11","ET",11,2,1,"seeded","no_scar",0.07044,"X2018_regen",4
"266","burned","ET11","ET",11,2,3,"seeded","scar",0.07044,"X2018_regen",1
"267","burned","ET11","ET",11,2,4,"no_seed","scar",0.07044,"X2018_regen",0
"268","burned","ET11","ET",11,2,5,"no_seed","no_scar",0.07044,"X2018_regen",0
"269","burned","ET11","ET",11,3,1,"seeded","scar",0.078,"X2018_regen",4
"270","burned","ET11","ET",11,3,4,"no_seed","no_scar",0.078,"X2018_regen",0
"271","burned","ET11","ET",11,3,5,"no_seed","scar",0.078,"X2018_regen",0
"272","burned","ET11","ET",11,3,6,"seeded","no_scar",0.078,"X2018_regen",0
"273","burned","ET11","ET",11,4,1,"seeded","scar",0.032356215,"X2018_regen",9
"274","burned","ET11","ET",11,4,3,"no_seed","scar",0.032356215,"X2018_regen",0
"275","burned","ET11","ET",11,4,4,"no_seed","no_scar",0.032356215,"X2018_regen",0
"276","burned","ET11","ET",11,4,5,"seeded","no_scar",0.032356215,"X2018_regen",2
"277","burned","ET11","ET",11,5,1,"seeded","scar",0.09588,"X2018_regen",4
"278","burned","ET11","ET",11,5,4,"no_seed","scar",0.09588,"X2018_regen",0
"279","burned","ET11","ET",11,5,5,"no_seed","no_scar",0.09588,"X2018_regen",0
"280","burned","ET11","ET",11,5,6,"seeded","no_scar",0.09588,"X2018_regen",5
"281","control","ET26","ET",26,1,1,"no_seed","no_scar",0.08576,"X2018_regen",0
"282","control","ET26","ET",26,1,2,"seeded","scar",0.08576,"X2018_regen",24
"283","control","ET26","ET",26,1,4,"seeded","no_scar",0.08576,"X2018_regen",9
"284","control","ET26","ET",26,1,6,"no_seed","scar",0.08576,"X2018_regen",0
"285","control","ET26","ET",26,2,2,"no_seed","scar",0.057511111,"X2018_regen",0
"286","control","ET26","ET",26,2,3,"seeded","no_scar",0.057511111,"X2018_regen",6
"287","control","ET26","ET",26,2,4,"no_seed","no_scar",0.057511111,"X2018_regen",0
"288","control","ET26","ET",26,2,5,"seeded","scar",0.057511111,"X2018_regen",12
"289","control","ET26","ET",26,3,1,"seeded","scar",0.071522952,"X2018_regen",5
"290","control","ET26","ET",26,3,3,"seeded","no_scar",0.071522952,"X2018_regen",2
"291","control","ET26","ET",26,3,4,"no_seed","scar",0.071522952,"X2018_regen",0
"292","control","ET26","ET",26,3,6,"no_seed","no_scar",0.071522952,"X2018_regen",0
"293","control","ET26","ET",26,4,1,"seeded","scar",0.055371901,"X2018_regen",16
"294","control","ET26","ET",26,4,2,"seeded","no_scar",0.055371901,"X2018_regen",8
"295","control","ET26","ET",26,4,4,"no_seed","no_scar",0.055371901,"X2018_regen",0
"296","control","ET26","ET",26,4,5,"no_seed","scar",0.055371901,"X2018_regen",0
"297","control","ET26","ET",26,5,1,"no_seed","no_scar",0.052066667,"X2018_regen",0
"298","control","ET26","ET",26,5,3,"no_seed","scar",0.052066667,"X2018_regen",0
"299","control","ET26","ET",26,5,4,"seeded","no_scar",0.052066667,"X2018_regen",9
"300","control","ET26","ET",26,5,5,"seeded","scar",0.052066667,"X2018_regen",16
"301","control","ET27","ET",27,1,1,"seeded","scar",0.056066116,"X2018_regen",6
"302","control","ET27","ET",27,1,2,"no_seed","no_scar",0.056066116,"X2018_regen",0
"303","control","ET27","ET",27,1,3,"no_seed","scar",0.056066116,"X2018_regen",0
"304","control","ET27","ET",27,1,6,"seeded","no_scar",0.056066116,"X2018_regen",4
"305","control","ET27","ET",27,2,2,"seeded","scar",0.040507317,"X2018_regen",20
"306","control","ET27","ET",27,2,3,"no_seed","scar",0.040507317,"X2018_regen",0
"307","control","ET27","ET",27,2,5,"no_seed","no_scar",0.040507317,"X2018_regen",0
"308","control","ET27","ET",27,2,6,"seeded","no_scar",0.040507317,"X2018_regen",16
"309","control","ET27","ET",27,3,2,"no_seed","scar",0.03843334,"X2018_regen",0
"310","control","ET27","ET",27,3,3,"seeded","scar",0.03843334,"X2018_regen",13
"311","control","ET27","ET",27,3,4,"no_seed","no_scar",0.03843334,"X2018_regen",0
"312","control","ET27","ET",27,3,5,"seeded","no_scar",0.03843334,"X2018_regen",12
"313","control","ET27","ET",27,4,1,"seeded","scar",0.038872727,"X2018_regen",20
"314","control","ET27","ET",27,4,2,"no_seed","scar",0.038872727,"X2018_regen",0
"315","control","ET27","ET",27,4,5,"no_seed","no_scar",0.038872727,"X2018_regen",0
"316","control","ET27","ET",27,4,6,"seeded","no_scar",0.038872727,"X2018_regen",0
"317","control","ET27","ET",27,5,1,"no_seed","no_scar",0.066827586,"X2018_regen",0
"318","control","ET27","ET",27,5,2,"no_seed","scar",0.066827586,"X2018_regen",0
"319","control","ET27","ET",27,5,4,"seeded","no_scar",0.066827586,"X2018_regen",12
"320","control","ET27","ET",27,5,6,"seeded","scar",0.066827586,"X2018_regen",21
"321","control","ET28","ET",28,1,1,"seeded","scar",0.05338,"X2018_regen",1
"322","control","ET28","ET",28,1,2,"seeded","no_scar",0.05338,"X2018_regen",4
"323","control","ET28","ET",28,1,5,"no_seed","scar",0.05338,"X2018_regen",0
"324","control","ET28","ET",28,1,6,"no_seed","no_scar",0.05338,"X2018_regen",0
"325","control","ET28","ET",28,2,1,"no_seed","no_scar",0.023692308,"X2018_regen",0
"326","control","ET28","ET",28,2,2,"seeded","scar",0.023692308,"X2018_regen",1
"327","control","ET28","ET",28,2,5,"no_seed","scar",0.023692308,"X2018_regen",0
"328","control","ET28","ET",28,2,6,"seeded","no_scar",0.023692308,"X2018_regen",2
"329","control","ET28","ET",28,3,2,"no_seed","no_scar",0.044821622,"X2018_regen",0
"330","control","ET28","ET",28,3,3,"no_seed","scar",0.044821622,"X2018_regen",0
"331","control","ET28","ET",28,3,4,"seeded","scar",0.044821622,"X2018_regen",10
"332","control","ET28","ET",28,3,6,"seeded","no_scar",0.044821622,"X2018_regen",0
"333","control","ET28","ET",28,4,1,"no_seed","no_scar",0.062759259,"X2018_regen",0
"334","control","ET28","ET",28,4,2,"seeded","scar",0.062759259,"X2018_regen",3
"335","control","ET28","ET",28,4,3,"no_seed","scar",0.062759259,"X2018_regen",0
"336","control","ET28","ET",28,4,5,"seeded","no_scar",0.062759259,"X2018_regen",0
"337","control","ET28","ET",28,5,1,"no_seed","no_scar",0.05382,"X2018_regen",0
"338","control","ET28","ET",28,5,2,"seeded","scar",0.05382,"X2018_regen",0
"339","control","ET28","ET",28,5,3,"no_seed","scar",0.05382,"X2018_regen",0
"340","control","ET28","ET",28,5,5,"seeded","no_scar",0.05382,"X2018_regen",0
"341","burned","ET6","ET",6,1,2,"seeded","scar",0.109473684,"X2018_regen",5
"342","burned","ET6","ET",6,1,3,"no_seed","scar",0.109473684,"X2018_regen",0
"343","burned","ET6","ET",6,1,5,"no_seed","no_scar",0.109473684,"X2018_regen",0
"344","burned","ET6","ET",6,1,6,"seeded","no_scar",0.109473684,"X2018_regen",1
"345","burned","ET6","ET",6,2,1,"no_seed","no_scar",0.116538012,"X2018_regen",0
"346","burned","ET6","ET",6,2,2,"seeded","scar",0.116538012,"X2018_regen",6
"347","burned","ET6","ET",6,2,3,"no_seed","scar",0.116538012,"X2018_regen",0
"348","burned","ET6","ET",6,2,4,"seeded","no_scar",0.116538012,"X2018_regen",7
"349","burned","ET6","ET",6,3,1,"seeded","scar",0.105512266,"X2018_regen",5
"350","burned","ET6","ET",6,3,3,"no_seed","scar",0.105512266,"X2018_regen",0
"351","burned","ET6","ET",6,3,5,"no_seed","no_scar",0.105512266,"X2018_regen",0
"352","burned","ET6","ET",6,3,6,"seeded","no_scar",0.105512266,"X2018_regen",1
"353","burned","ET6","ET",6,4,1,"seeded","scar",0.152560224,"X2018_regen",1
"354","burned","ET6","ET",6,4,3,"no_seed","scar",0.152560224,"X2018_regen",0
"355","burned","ET6","ET",6,4,4,"seeded","no_scar",0.152560224,"X2018_regen",10
"356","burned","ET6","ET",6,4,5,"no_seed","no_scar",0.152560224,"X2018_regen",0
"357","burned","ET6","ET",6,5,1,"no_seed","no_scar",0.09484,"X2018_regen",0
"358","burned","ET6","ET",6,5,3,"seeded","scar",0.09484,"X2018_regen",6
"359","burned","ET6","ET",6,5,5,"seeded","no_scar",0.09484,"X2018_regen",6
"360","burned","ET6","ET",6,5,6,"no_seed","scar",0.09484,"X2018_regen",0
"361","burned","WC1","WC",1,1,1,"no_seed","scar",0.10178141,"X2018_regen",1
"362","burned","WC1","WC",1,1,3,"seeded","scar",0.10178141,"X2018_regen",8
"363","burned","WC1","WC",1,1,4,"seeded","no_scar",0.10178141,"X2018_regen",2
"364","burned","WC1","WC",1,1,5,"no_seed","no_scar",0.10178141,"X2018_regen",0
"365","burned","WC1","WC",1,2,1,"no_seed","no_scar",0.128842105,"X2018_regen",0
"366","burned","WC1","WC",1,2,2,"seeded","scar",0.128842105,"X2018_regen",4
"367","burned","WC1","WC",1,2,5,"seeded","no_scar",0.128842105,"X2018_regen",0
"368","burned","WC1","WC",1,2,6,"no_seed","scar",0.128842105,"X2018_regen",0
"369","burned","WC1","WC",1,3,2,"no_seed","scar",0.0942,"X2018_regen",0
"370","burned","WC1","WC",1,3,3,"seeded","no_scar",0.0942,"X2018_regen",3
"371","burned","WC1","WC",1,3,5,"seeded","scar",0.0942,"X2018_regen",1
"372","burned","WC1","WC",1,3,6,"no_seed","no_scar",0.0942,"X2018_regen",0
"373","burned","WC1","WC",1,4,1,"no_seed","no_scar",0.079661734,"X2018_regen",0
"374","burned","WC1","WC",1,4,4,"seeded","scar",0.079661734,"X2018_regen",12
"375","burned","WC1","WC",1,4,5,"no_seed","scar",0.079661734,"X2018_regen",0
"376","burned","WC1","WC",1,4,6,"seeded","no_scar",0.079661734,"X2018_regen",2
"377","burned","WC1","WC",1,5,1,"seeded","no_scar",0.108602062,"X2018_regen",1
"378","burned","WC1","WC",1,5,4,"no_seed","scar",0.108602062,"X2018_regen",0
"379","burned","WC1","WC",1,5,5,"seeded","scar",0.108602062,"X2018_regen",0
"380","burned","WC1","WC",1,5,6,"no_seed","no_scar",0.108602062,"X2018_regen",0
"381","burned","WC11","WC",11,1,1,"no_seed","no_scar",0.059349593,"X2018_regen",0
"382","burned","WC11","WC",11,1,3,"no_seed","scar",0.059349593,"X2018_regen",0
"383","burned","WC11","WC",11,1,5,"seeded","scar",0.059349593,"X2018_regen",5
"384","burned","WC11","WC",11,1,6,"seeded","no_scar",0.059349593,"X2018_regen",11
"385","burned","WC11","WC",11,2,1,"seeded","no_scar",0.12444878,"X2018_regen",8
"386","burned","WC11","WC",11,2,3,"seeded","scar",0.12444878,"X2018_regen",4
"387","burned","WC11","WC",11,2,4,"no_seed","scar",0.12444878,"X2018_regen",0
"388","burned","WC11","WC",11,2,5,"no_seed","no_scar",0.12444878,"X2018_regen",1
"389","burned","WC11","WC",11,3,2,"no_seed","no_scar",0.82876,"X2018_regen",3
"390","burned","WC11","WC",11,3,3,"no_seed","scar",0.82876,"X2018_regen",0
"391","burned","WC11","WC",11,3,5,"seeded","scar",0.82876,"X2018_regen",6
"392","burned","WC11","WC",11,3,6,"seeded","no_scar",0.82876,"X2018_regen",10
"393","burned","WC11","WC",11,4,1,"seeded","scar",0.34754731,"X2018_regen",2
"394","burned","WC11","WC",11,4,3,"seeded","no_scar",0.34754731,"X2018_regen",1
"395","burned","WC11","WC",11,4,5,"no_seed","scar",0.34754731,"X2018_regen",0
"396","burned","WC11","WC",11,4,6,"no_seed","no_scar",0.34754731,"X2018_regen",0
"397","burned","WC11","WC",11,5,1,"no_seed","no_scar",0.051220695,"X2018_regen",0
"398","burned","WC11","WC",11,5,3,"seeded","scar",0.051220695,"X2018_regen",2
"399","burned","WC11","WC",11,5,5,"seeded","no_scar",0.051220695,"X2018_regen",0
"400","burned","WC11","WC",11,5,6,"no_seed","scar",0.051220695,"X2018_regen",2
"401","control","WC26","WC",26,1,2,"no_seed","scar",0.067467057,"X2018_regen",0
"402","control","WC26","WC",26,1,3,"seeded","scar",0.067467057,"X2018_regen",3
"403","control","WC26","WC",26,1,5,"seeded","no_scar",0.067467057,"X2018_regen",9
"404","control","WC26","WC",26,1,6,"no_seed","no_scar",0.067467057,"X2018_regen",0
"405","control","WC26","WC",26,2,2,"no_seed","scar",0.055527426,"X2018_regen",0
"406","control","WC26","WC",26,2,3,"seeded","scar",0.055527426,"X2018_regen",1
"407","control","WC26","WC",26,2,4,"no_seed","no_scar",0.055527426,"X2018_regen",0
"408","control","WC26","WC",26,2,5,"seeded","no_scar",0.055527426,"X2018_regen",3
"409","control","WC26","WC",26,3,1,"no_seed","no_scar",0.050865116,"X2018_regen",0
"410","control","WC26","WC",26,3,2,"seeded","no_scar",0.050865116,"X2018_regen",1
"411","control","WC26","WC",26,3,3,"no_seed","scar",0.050865116,"X2018_regen",0
"412","control","WC26","WC",26,3,4,"seeded","scar",0.050865116,"X2018_regen",5
"413","control","WC26","WC",26,4,2,"no_seed","scar",0.079716091,"X2018_regen",0
"414","control","WC26","WC",26,4,3,"seeded","scar",0.079716091,"X2018_regen",2
"415","control","WC26","WC",26,4,4,"no_seed","no_scar",0.079716091,"X2018_regen",0
"416","control","WC26","WC",26,4,5,"seeded","no_scar",0.079716091,"X2018_regen",1
"417","control","WC26","WC",26,5,2,"no_seed","no_scar",0.06607714,"X2018_regen",0
"418","control","WC26","WC",26,5,3,"seeded","scar",0.06607714,"X2018_regen",1
"419","control","WC26","WC",26,5,4,"no_seed","scar",0.06607714,"X2018_regen",0
"420","control","WC26","WC",26,5,5,"seeded","no_scar",0.06607714,"X2018_regen",0
"421","control","WC27","WC",27,1,1,"no_seed","scar",0.076976378,"X2018_regen",0
"422","control","WC27","WC",27,1,4,"seeded","scar",0.076976378,"X2018_regen",12
"423","control","WC27","WC",27,1,5,"no_seed","no_scar",0.076976378,"X2018_regen",0
"424","control","WC27","WC",27,1,6,"seeded","no_scar",0.076976378,"X2018_regen",8
"425","control","WC27","WC",27,2,2,"no_seed","scar",0.062440835,"X2018_regen",0
"426","control","WC27","WC",27,2,3,"no_seed","no_scar",0.062440835,"X2018_regen",0
"427","control","WC27","WC",27,2,5,"seeded","scar",0.062440835,"X2018_regen",9
"428","control","WC27","WC",27,2,6,"seeded","no_scar",0.062440835,"X2018_regen",0
"429","control","WC27","WC",27,3,1,"no_seed","no_scar",0.057158371,"X2018_regen",0
"430","control","WC27","WC",27,3,2,"seeded","no_scar",0.057158371,"X2018_regen",22
"431","control","WC27","WC",27,3,5,"no_seed","scar",0.057158371,"X2018_regen",0
"432","control","WC27","WC",27,3,6,"seeded","scar",0.057158371,"X2018_regen",22
"433","control","WC27","WC",27,4,1,"seeded","no_scar",0.05766261,"X2018_regen",0
"434","control","WC27","WC",27,4,3,"no_seed","no_scar",0.05766261,"X2018_regen",0
"435","control","WC27","WC",27,4,4,"no_seed","scar",0.05766261,"X2018_regen",0
"436","control","WC27","WC",27,4,5,"seeded","scar",0.05766261,"X2018_regen",2
"437","control","WC27","WC",27,5,2,"no_seed","scar",0.056852888,"X2018_regen",0
"438","control","WC27","WC",27,5,3,"seeded","no_scar",0.056852888,"X2018_regen",0
"439","control","WC27","WC",27,5,5,"no_seed","no_scar",0.056852888,"X2018_regen",0
"440","control","WC27","WC",27,5,6,"seeded","scar",0.056852888,"X2018_regen",16
"441","control","WC28","WC",28,1,1,"no_seed","no_scar",0.025949091,"X2018_regen",0
"442","control","WC28","WC",28,1,2,"seeded","no_scar",0.025949091,"X2018_regen",0
"443","control","WC28","WC",28,1,4,"no_seed","scar",0.025949091,"X2018_regen",0
"444","control","WC28","WC",28,1,5,"seeded","scar",0.025949091,"X2018_regen",0
"445","control","WC28","WC",28,2,1,"no_seed","no_scar",0.047541922,"X2018_regen",0
"446","control","WC28","WC",28,2,2,"seeded","scar",0.047541922,"X2018_regen",0
"447","control","WC28","WC",28,2,5,"seeded","no_scar",0.047541922,"X2018_regen",0
"448","control","WC28","WC",28,2,6,"no_seed","scar",0.047541922,"X2018_regen",0
"449","control","WC28","WC",28,3,2,"seeded","no_scar",0.092,"X2018_regen",0
"450","control","WC28","WC",28,3,4,"no_seed","no_scar",0.092,"X2018_regen",0
"451","control","WC28","WC",28,3,5,"seeded","scar",0.092,"X2018_regen",0
"452","control","WC28","WC",28,3,6,"no_seed","scar",0.092,"X2018_regen",0
"453","control","WC28","WC",28,4,1,"seeded","no_scar",0.045202797,"X2018_regen",0
"454","control","WC28","WC",28,4,2,"no_seed","scar",0.045202797,"X2018_regen",0
"455","control","WC28","WC",28,4,4,"no_seed","no_scar",0.045202797,"X2018_regen",0
"456","control","WC28","WC",28,4,6,"seeded","scar",0.045202797,"X2018_regen",0
"457","control","WC28","WC",28,5,2,"no_seed","scar",0.032212121,"X2018_regen",0
"458","control","WC28","WC",28,5,4,"seeded","no_scar",0.032212121,"X2018_regen",0
"459","control","WC28","WC",28,5,5,"no_seed","no_scar",0.032212121,"X2018_regen",0
"460","control","WC28","WC",28,5,6,"seeded","scar",0.032212121,"X2018_regen",7
"461","burned","WC6","WC",6,1,1,"no_seed","scar",0.342774468,"X2018_regen",0
"462","burned","WC6","WC",6,1,2,"seeded","scar",0.342774468,"X2018_regen",8
"463","burned","WC6","WC",6,1,3,"seeded","no_scar",0.342774468,"X2018_regen",10
"464","burned","WC6","WC",6,1,6,"no_seed","no_scar",0.342774468,"X2018_regen",0
"465","burned","WC6","WC",6,2,2,"seeded","scar",0.52092545,"X2018_regen",3
"466","burned","WC6","WC",6,2,3,"no_seed","scar",0.52092545,"X2018_regen",0
"467","burned","WC6","WC",6,2,5,"no_seed","no_scar",0.52092545,"X2018_regen",0
"468","burned","WC6","WC",6,2,6,"seeded","no_scar",0.52092545,"X2018_regen",3
"469","burned","WC6","WC",6,3,2,"no_seed","no_scar",0.318189474,"X2018_regen",0
"470","burned","WC6","WC",6,3,4,"seeded","no_scar",0.318189474,"X2018_regen",5
"471","burned","WC6","WC",6,3,5,"seeded","scar",0.318189474,"X2018_regen",15
"472","burned","WC6","WC",6,3,6,"no_seed","scar",0.318189474,"X2018_regen",0
"473","burned","WC6","WC",6,4,1,"seeded","no_scar",0.116230317,"X2018_regen",4
"474","burned","WC6","WC",6,4,2,"no_seed","no_scar",0.116230317,"X2018_regen",0
"475","burned","WC6","WC",6,4,3,"no_seed","scar",0.116230317,"X2018_regen",0
"476","burned","WC6","WC",6,4,5,"seeded","scar",0.116230317,"X2018_regen",11
"477","burned","WC6","WC",6,5,1,"no_seed","scar",0.069867804,"X2018_regen",0
"478","burned","WC6","WC",6,5,3,"seeded","scar",0.069867804,"X2018_regen",14
"479","burned","WC6","WC",6,5,5,"no_seed","no_scar",0.069867804,"X2018_regen",0
"480","burned","WC6","WC",6,5,6,"seeded","no_scar",0.069867804,"X2018_regen",0
